name	description	function	returns	argument	type	details 
ee.Kernel.chebyshev	Generates a distance kernel based on Chebyshev distance (greatest distance along any dimension).	ee.Kernel.chebyshev(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: false|Float, default: 1"	
ee.Kernel.circle	Generates a circle-shaped boolean kernel.	ee.Kernel.circle(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.Kernel.compass	Generates a 3x3 Prewitt's Compass edge-detection kernel.	ee.Kernel.compass(magnitude, normalize)	Kernel	magnitude|normalize	Float, default: 1|Boolean, default: false	
ee.Kernel.cross	Generates a cross-shaped boolean kernel.	ee.Kernel.cross(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.Kernel.diamond	Generates a diamond-shaped boolean kernel.	ee.Kernel.diamond(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.Kernel.euclidean	Generates a distance kernel based on Euclidean (straight-line) distance.	ee.Kernel.euclidean(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: false|Float, default: 1"	
ee.Kernel.fixed	Creates a Kernel.	ee.Kernel.fixed(width, height, weights, x, y, normalize)	Kernel	width|height|weights|x|y|normalize	Integer, default: -1|Integer, default: -1|List|Integer, default: -1|Integer, default: -1|Boolean, default: false	
ee.Kernel.gaussian	Generates a Gaussian kernel from a sampled continuous Gaussian.	ee.Kernel.gaussian(radius, sigma, units, normalize, magnitude)	Kernel	radius|sigma|units|normalize|magnitude	"Float|Float, default: 1|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.Kernel.inverse	Returns a kernel which has each of its weights multiplicatively inverted. Weights with a value of zero are not inverted and remain zero.	Kernel.inverse()	Kernel	kernel	Kernel	
ee.Kernel.kirsch	Generates a 3x3 Kirsch's Compass edge-detection kernel.	ee.Kernel.kirsch(magnitude, normalize)	Kernel	magnitude|normalize	Float, default: 1|Boolean, default: false	
ee.Kernel.laplacian4	Generates a 3x3 Laplacian-4 edge-detection kernel.	ee.Kernel.laplacian4(magnitude, normalize)	Kernel	magnitude|normalize	Float, default: 1|Boolean, default: false	
ee.Kernel.laplacian8	Generates a 3x3 Laplacian-8 edge-detection kernel.	ee.Kernel.laplacian8(magnitude, normalize)	Kernel	magnitude|normalize	Float, default: 1|Boolean, default: false	
ee.Kernel.manhattan	Generates a distance kernel based on rectilinear (city-block) distance.	ee.Kernel.manhattan(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: false|Float, default: 1"	
ee.Kernel.octagon	Generates an octagon-shaped boolean kernel.	ee.Kernel.octagon(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.Kernel.plus	Generates a plus-shaped boolean kernel.	ee.Kernel.plus(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.Kernel.prewitt	Generates a 3x3 Prewitt edge-detection kernel.	ee.Kernel.prewitt(magnitude, normalize)	Kernel	magnitude|normalize	Float, default: 1|Boolean, default: false	
ee.Kernel.rectangle	Generates a rectangular-shaped kernel.	ee.Kernel.rectangle(xRadius, yRadius, units, normalize, magnitude)	Kernel	xRadius|yRadius|units|normalize|magnitude	"Float|Float|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.Kernel.roberts	Generates a 2x2 Roberts edge-detection kernel.	ee.Kernel.roberts(magnitude, normalize)	Kernel	magnitude|normalize	Float, default: 1|Boolean, default: false	
ee.Kernel.rotate	Creates a Kernel.	Kernel.rotate(rotations)	Kernel	kernel|rotations	Kernel|Integer	
ee.Kernel.sobel	Generates a 3x3 Sobel edge-detection kernel.	ee.Kernel.sobel(magnitude, normalize)	Kernel	magnitude|normalize	Float, default: 1|Boolean, default: false	
ee.Kernel.square	Generates a square-shaped boolean kernel.	ee.Kernel.square(radius, units, normalize, magnitude)	Kernel	radius|units|normalize|magnitude	"Float|String, default: ""pixels""|Boolean, default: true|Float, default: 1"	
ee.List	Constructs a new list.	ee.List(list)	List	list	List	
ee.List.add	Appends the element to the end of list.	List.add(element)	List	list|element	List|Object	
ee.List.aside	Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:	List.aside(func, var_args)	ComputedObject	computedobject|func|var_args	ComputedObject|Function|VarArgs	
ee.List.cat	Concatenates the contents of other onto list.	List.cat(other)	List	list|other	List|List	
ee.List.contains	Returns true if list contains element.	List.contains(element)	Boolean	list|element	List|Object	
ee.List.containsAll	Returns true if list contains all of the elements of other, regardless of order.	List.containsAll(other)	Boolean	list|other	List|List	
ee.List.distinct	Returns a copy of list without duplicate elements.	List.distinct()	List	list	List	
ee.List.equals	Returns true if list contains the same elements as other, in the same order.	List.equals(other)	Boolean	list|other	List|List	
ee.List.evaluate	Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.	List.evaluate(callback)		computedobject|callback	ComputedObject|Function	
ee.List.filter	Filters a list to only the elements that match the given filter. To filter list items that aren't images or features, test a property named 'item', e.g.: ee.Filter.gt('item', 3)	List.filter(filter)	List	list|filter	List|Filter	
ee.List.flatten	Flattens any sublists into a single list.	List.flatten()	List	list	List	
ee.List.frequency	Returns the number of elements in list equal to element.	List.frequency(element)	Integer	list|element	List|Object	
ee.List.get	Returns the element at the specified position in list.  A negative index counts backwards from the end of the list.	List.get(index)	Object	list|index	List|Integer	
ee.List.getArray	Returns the array at the specified position in list.  A negative index counts backwards from the end of the list. If the value is not a array, an error will occur.	List.getArray(index)	Array	list|index	List|Integer	
ee.List.getGeometry	Returns the geometry at the specified position in list.  A negative index counts backwards from the end of the list. If the value is not a geometry, an error will occur.	List.getGeometry(index)	Geometry	list|index	List|Integer	
ee.List.getInfo	Retrieves the value of this object from the server.	List.getInfo(callback)	Object	computedobject|callback	ComputedObject|Function, optional	
ee.List.getNumber	Returns the number at the specified position in list.  A negative index counts backwards from the end of the list. If the value is not a number, an error will occur.	List.getNumber(index)	Number	list|index	List|Integer	
